adult,belongs_to_collection,id,original_language,original_title,release_date,status,title
False,"{'id': 55427, 'name': 'Fantasia Collection', 'poster_path': '/qHpXVQVhSOXwFNFCfKfdTnuyrXl.jpg', 'backdrop_path': '/7YanwpylLB3yzhwzf11W1tYpcQF.jpg'}",756,en,Fantasia,1940-11-13,Released,Fantasia
False,,288,en,High Noon,1952-03-27,Released,High Noon
False,,910,en,The Big Sleep,1946-08-23,Released,The Big Sleep
False,,2640,en,Heathers,1988-10-01,Released,Heathers
False,,16633,en,Somewhere in Time,1980-10-02,Released,Somewhere in Time
False,,665,en,Ben-Hur,1959-12-26,Released,Ben-Hur
False,,11031,en,This Is Spinal Tap,1984-05-04,Released,This Is Spinal Tap
False,"{'id': 173344, 'name': 'Qatsi Collection', 'poster_path': '/AlE6QJc87zH5vYw6AI779ywRZG6.jpg', 'backdrop_path': '/2pRLc3z0jE1WkFJLCZyITtYjo08.jpg'}",11314,en,Koyaanisqatsi,1982-06-06,Released,Koyaanisqatsi
False,,15143,en,Some Kind of Wonderful,1987-02-27,Released,Some Kind of Wonderful
False,"{'id': 84, 'name': 'Indiana Jones Collection', 'poster_path': '/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg', 'backdrop_path': '/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg'}",89,en,Indiana Jones and the Last Crusade,1989-05-24,Released,Indiana Jones and the Last Crusade
False,,10322,en,Being There,1979-12-19,Released,Being There
False,,783,en,Gandhi,1982-11-30,Released,Gandhi
False,,10644,en,The Unbearable Lightness of Being,1988-02-05,Released,The Unbearable Lightness of Being
False,,11257,en,A Room with a View,1985-12-13,Released,A Room with a View
False,,14370,en,Real Genius,1985-08-07,Released,Real Genius
False,,12104,en,Pink Floyd: The Wall,1982-07-14,Released,Pink Floyd: The Wall
False,,625,en,The Killing Fields,1984-11-02,Released,The Killing Fields
False,,8816,sv,Mitt liv som hund,1985-12-12,Released,My Life as a Dog
False,,830,en,Forbidden Planet,1956-03-15,Released,Forbidden Planet
False,,2323,en,Field of Dreams,1989-04-21,Released,Field of Dreams
False,,983,en,The Man Who Would Be King,1975-12-03,Released,The Man Who Would Be King
False,,642,en,Butch Cassidy and the Sundance Kid,1969-09-23,Released,Butch Cassidy and the Sundance Kid
False,,655,en,"Paris, Texas",1984-05-19,Released,"Paris, Texas"
False,,10341,de,Bis ans Ende der Welt,1991-09-12,Released,Until the End of the World
False,,639,en,When Harry Met Sally...,1989-07-21,Released,When Harry Met Sally...
False,,266022,en,I Shot a Man in Vegas,1996-10-18,Released,I Shot a Man in Vegas
False,,168450,en,Parallel Sons,1995-01-01,Released,Parallel Sons
False,,30180,en,Hype!,1996-11-08,Released,Hype!
False,,31388,en,Santa with Muscles,1996-11-08,Released,Santa with Muscles
False,,41801,en,Female Perversions,1996-01-22,Released,Female Perversions
False,,66034,en,Mad Dog Time,1996-11-08,Released,Mad Dog Time
False,,348138,en,Breathing Room,1996-11-08,Released,Breathing Room
False,,96288,en,Paris Was a Woman,1996-02-19,Released,Paris Was a Woman
False,,61536,en,I'm Not Rappaport,1996-12-24,Released,I'm Not Rappaport
False,,18762,en,Blue Juice,1995-09-15,Released,Blue Juice
False,,331367,en,Kids of Survival,1996-09-05,Released,Kids of Survival
False,"{'id': 8091, 'name': 'Alien Collection', 'poster_path': '/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg', 'backdrop_path': '/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg'}",8077,en,Alien³,1992-05-22,Released,Alien³
False,,814,en,An American Werewolf in London,1981-08-21,Released,An American Werewolf in London
False,"{'id': 397842, 'name': 'The Amityville Horror Collection', 'poster_path': '/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",41671,en,Amityville: It's About Time,1992-07-16,Released,Amityville: It's About Time
False,"{'id': 397842, 'name': 'The Amityville Horror Collection', 'poster_path': '/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",27214,en,Amityville 3-D,1983-11-18,Released,Amityville 3-D
False,"{'id': 397842, 'name': 'The Amityville Horror Collection', 'poster_path': '/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",52263,en,Amityville: Dollhouse,1996-10-02,Released,Amityville: Dollhouse
False,"{'id': 397842, 'name': 'The Amityville Horror Collection', 'poster_path': '/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",33519,en,Amityville: A New Generation,1993-09-29,Released,Amityville: A New Generation
False,"{'id': 397842, 'name': 'The Amityville Horror Collection', 'poster_path': '/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",16235,en,Amityville II: The Possession,1982-09-24,Released,Amityville II: The Possession
False,"{'id': 397842, 'name': 'The Amityville Horror Collection', 'poster_path': '/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",11449,en,The Amityville Horror,1979-07-27,Released,The Amityville Horror
False,"{'id': 397842, 'name': 'The Amityville Horror Collection', 'poster_path': '/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",41848,en,The Amityville Curse,1989-12-01,Released,The Amityville Curse
False,,25944,en,Blood for Dracula,1974-08-13,Released,Blood for Dracula
False,,24913,en,April Fool's Day,1986-03-27,Released,April Fool's Day
False,,49126,en,Audrey Rose,1977-04-06,Released,Audrey Rose
False,,32076,en,The Believers,1987-06-09,Released,The Believers
False,,571,en,The Birds,1963-03-28,Released,The Birds
False,"{'id': 422193, 'name': 'The Blob Collection', 'poster_path': None, 'backdrop_path': None}",8851,en,The Blob,1958-09-12,Released,The Blob
False,,37843,en,Blood Beach,1980-09-01,Released,Blood Beach
False,,32146,en,Body Parts,1991-08-02,Released,Body Parts
False,,30346,en,The Body Snatcher,1945-05-25,Released,The Body Snatcher
False,,6114,en,Dracula,1992-11-13,Released,Dracula
False,"{'id': 218406, 'name': 'Frankenstein (Universal Series)', 'poster_path': '/2PJYpPHOqnVMXelHV1T4t6zra4i.jpg', 'backdrop_path': '/oR3GHwhvOcjn124b7wOZl9SHh8G.jpg'}",229,en,Bride of Frankenstein,1935-04-21,Released,Bride of Frankenstein
False,,13549,en,Burnt Offerings,1976-10-18,Released,Burnt Offerings
False,"{'id': 98580, 'name': 'Candyman Collection', 'poster_path': '/7yGuKyI0YOBZcOcfwP90WkAbwgD.jpg', 'backdrop_path': '/hJjCx4njVdHJobhvr84e5J6MgTw.jpg'}",9529,en,Candyman,1992-10-16,Released,Candyman
False,,1598,en,Cape Fear,1991-11-15,Released,Cape Fear
False,,11349,en,Cape Fear,1962-04-12,Released,Cape Fear
False,"{'id': 257053, 'name': 'Carrie Collection', 'poster_path': '/5atZnoMxfDtEJbc1XpdYJLRLsRT.jpg', 'backdrop_path': '/dq9R9yertBFLssefa5d43XApBr9.jpg'}",7340,en,Carrie,1976-11-03,Released,Carrie
False,,6217,en,Cat People,1982-04-02,Released,Cat People
False,"{'id': 8581, 'name': 'A Nightmare on Elm Street Collection', 'poster_path': '/BcgmrOz69AUBRukw5LLGeYsOgo.jpg', 'backdrop_path': '/xDScJToK3YDTZmxNqQ0hFTObeXq.jpg'}",377,en,A Nightmare on Elm Street,1984-11-14,Released,A Nightmare on Elm Street
False,,653,de,"Nosferatu, eine Symphonie des Grauens",1922-03-15,Released,Nosferatu
False,,28198,en,Nosferatu a Venezia,1988-09-15,Released,Vampire in Venice
False,"{'id': 10919, 'name': 'The Omen Collection', 'poster_path': '/5De8Hqq0z9gmDM7SbWU0C5pTjPC.jpg', 'backdrop_path': '/97vU4Y2bBmoJ3Mwi3uOAL8ahdUC.jpg'}",794,en,The Omen,1976-06-06,Released,The Omen
False,,31640,en,Blood and Wine,1996-10-03,Released,Blood and Wine
False,,8744,en,Albino Alligator,1996-09-09,Released,Albino Alligator
False,,25189,en,The Mirror Has Two Faces,1996-11-15,Released,The Mirror Has Two Faces
False,"{'id': 498, 'name': 'Heart of Gold Collection', 'poster_path': '/cwrmUIVzOuR9FdqKBfERkMHdde0.jpg', 'backdrop_path': '/293UTX2btTkblOL7WZF1Q7veIJm.jpg'}",145,da,Breaking the Waves,1996-05-13,Released,Breaking the Waves
False,,2212,en,Nightwatch,1997-01-31,Released,Nightwatch
False,"{'id': 115570, 'name': 'Star Trek: The Next Generation Collection', 'poster_path': '/sddV6vaUC6x37icJS3opIXTXB07.jpg', 'backdrop_path': '/r7MMQenUURHhAVHFymtOb8AX4Bm.jpg'}",199,en,Star Trek: First Contact,1996-11-21,Released,Star Trek: First Contact
False,,7863,en,Shine,1996-01-21,Released,Shine
False,,12498,en,Sling Blade,1996-08-30,Released,Sling Blade
False,"{'id': 307637, 'name': 'Jingle All the Way Collection', 'poster_path': '/8lId3K1HKp39peVG1VwLfA6RFsK.jpg', 'backdrop_path': '/grCEwz2sIneF1wlDtVx6UiLqtLc.jpg'}",9279,en,Jingle All the Way,1996-11-15,Released,Jingle All the Way
False,,53234,it,Identificazione di una donna,1982-10-21,Released,Identification of a Woman
False,"{'id': 105629, 'name': 'Paradise Lost Collection', 'poster_path': '/lj7rDHdscgcYjYOzGk2WchDcIjz.jpg', 'backdrop_path': '/vEejyJqJvi429uGJ7uMJ9Wr1N2V.jpg'}",17204,en,Paradise Lost: The Child Murders at Robin Hood Hills,1996-12-03,Released,Paradise Lost: The Child Murders at Robin Hood Hills
False,,21539,en,The Preacher's Wife,1996-12-13,Released,The Preacher's Wife
False,,85589,no,Kjærlighetens kjøtere,1995-09-29,Released,Zero Kelvin
False,,12709,en,Ridicule,1996-05-09,Released,Ridicule
False,,20539,en,The Crucible,1996-11-27,Released,The Crucible
False,"{'id': 124916, 'name': '101 Dalmatians (Live-Action) Collection', 'poster_path': '/oSeIai1ioj4dbq7WgbPzpsSCzkS.jpg', 'backdrop_path': '/eTaNHqpi7VldgcrDetfTzk4FeDi.jpg'}",11674,en,101 Dalmatians,1996-11-17,Released,101 Dalmatians
False,,199512,it,Il Cristo proibito,1951-06-08,Released,The Forbidden Christ
False,,64900,fr,J'ai pas sommeil,1994-05-18,Released,I Can't Sleep
False,"{'id': 1570, 'name': 'Die Hard Collection', 'poster_path': '/dQP1lu4tBtCiAMeCRcuTFpJiM7y.jpg', 'backdrop_path': '/5kHVblr87FUScuab1PVSsK692IL.jpg'}",1573,en,Die Hard 2,1990-07-02,Released,Die Hard 2
False,"{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}",152,en,Star Trek: The Motion Picture,1979-12-06,Released,Star Trek: The Motion Picture
False,"{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}",174,en,Star Trek VI: The Undiscovered Country,1991-12-05,Released,Star Trek VI: The Undiscovered Country
False,"{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}",172,en,Star Trek V: The Final Frontier,1989-06-09,Released,Star Trek V: The Final Frontier
False,"{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}",154,en,Star Trek II: The Wrath of Khan,1982-06-03,Released,Star Trek II: The Wrath of Khan
False,"{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}",157,en,Star Trek III: The Search for Spock,1984-05-31,Released,Star Trek III: The Search for Spock
False,"{'id': 151, 'name': 'Star Trek: The Original Series Collection', 'poster_path': '/zcB8KxHA4EapOoZZPAvwgmE1iGK.jpg', 'backdrop_path': '/9BQj9hq0aK6yM9Tm2NJ28jg572y.jpg'}",168,en,Star Trek IV: The Voyage Home,1986-11-25,Released,Star Trek IV: The Voyage Home
False,"{'id': 120794, 'name': 'Batman Collection', 'poster_path': '/adQxUvQW8HXNsvMG5aj71pHh9T.jpg', 'backdrop_path': '/9SpZvXLZDGGtFqVDByGqSGI64Kw.jpg'}",364,en,Batman Returns,1992-06-19,Released,Batman Returns
False,"{'id': 9329, 'name': 'Young Guns Collection', 'poster_path': '/5Mb6Y6RnyHu8SzO5gQl2YgO8Z6n.jpg', 'backdrop_path': '/whZZ13xGyCLFn21yVhQ9RXMSuKh.jpg'}",11967,en,Young Guns,1988-08-12,Released,Young Guns
False,"{'id': 9329, 'name': 'Young Guns Collection', 'poster_path': '/5Mb6Y6RnyHu8SzO5gQl2YgO8Z6n.jpg', 'backdrop_path': '/whZZ13xGyCLFn21yVhQ9RXMSuKh.jpg'}",9086,en,Young Guns II,1990-08-01,Released,Young Guns II
False,"{'id': 86083, 'name': 'Grease Collection', 'poster_path': '/rYy6EBjcCh9jwcfxhyUZFLFiG84.jpg', 'backdrop_path': '/95ASlSlkBSILVLrZA69P0OdniP5.jpg'}",621,en,Grease,1978-07-07,Released,Grease
False,"{'id': 86083, 'name': 'Grease Collection', 'poster_path': '/rYy6EBjcCh9jwcfxhyUZFLFiG84.jpg', 'backdrop_path': '/95ASlSlkBSILVLrZA69P0OdniP5.jpg'}",9037,en,Grease 2,1982-06-11,Released,Grease 2
False,,10173,en,Marked for Death,1990-10-05,Released,Marked for Death
False,,55687,en,Adrenalin: Fear the Rush,1996-11-29,Released,Adrenalin: Fear the Rush
False,,168535,en,The Substance of Fire,1996-09-11,Released,The Substance of Fire
False,"{'id': 112399, 'name': 'Under Siege Collection', 'poster_path': '/5hkZdonGNmoqatnadpDnIgEbrho.jpg', 'backdrop_path': '/4Ysa3x4wDwolRpUXBCrig7szGon.jpg'}",8845,en,Under Siege,1992-10-08,Released,Under Siege
False,,46681,en,Terror in a Texas Town,1958-09-01,Released,Terror in a Texas Town
False,"{'id': 2366, 'name': 'The Jaws Collection', 'poster_path': '/fgraZdDCvAtBr0MHczmL6raonHd.jpg', 'backdrop_path': '/us13Po7SYoHl9wBNVcz04t0oh7F.jpg'}",578,en,Jaws,1975-06-18,Released,Jaws
False,"{'id': 2366, 'name': 'The Jaws Collection', 'poster_path': '/fgraZdDCvAtBr0MHczmL6raonHd.jpg', 'backdrop_path': '/us13Po7SYoHl9wBNVcz04t0oh7F.jpg'}",579,en,Jaws 2,1978-06-16,Released,Jaws 2
False,"{'id': 2366, 'name': 'The Jaws Collection', 'poster_path': '/fgraZdDCvAtBr0MHczmL6raonHd.jpg', 'backdrop_path': '/us13Po7SYoHl9wBNVcz04t0oh7F.jpg'}",17692,en,Jaws 3-D,1983-03-16,Released,Jaws 3-D
False,,17795,en,My Fellow Americans,1996-12-20,Released,My Fellow Americans
False,,75,en,Mars Attacks!,1996-12-12,Released,Mars Attacks!
False,,13891,en,Citizen Ruth,1996-12-13,Released,Citizen Ruth
False,,9390,en,Jerry Maguire,1996-12-06,Released,Jerry Maguire
False,,378,en,Raising Arizona,1987-03-01,Released,Raising Arizona
False,,10896,en,Tin Men,1987-03-06,Released,Tin Men
False,,2322,en,Sneakers,1992-09-09,Released,Sneakers
False,,41240,en,Bastard Out of Carolina,1996-12-15,Released,Bastard Out of Carolina
False,,26949,en,In Love and War,1996-12-18,Released,In Love and War
False,,9819,en,Marvin's Room,1996-12-18,Released,Marvin's Room
False,,49799,en,Somebody Is Waiting,1996-12-19,Released,Somebody Is Waiting
False,,31908,en,Ghosts of Mississippi,1996-12-20,Released,Ghosts of Mississippi
False,,46027,en,Night Falls on Manhattan,1996-10-22,Released,Night Falls on Manhattan
False,,3179,en,Beavis and Butt-Head Do America,1996-12-15,Released,Beavis and Butt-Head Do America
False,,1802,fr,La Cérémonie,1995-08-30,Released,La Cérémonie
False,"{'id': 2602, 'name': 'Scream Collection', 'poster_path': '/3DjOcwfd8cTcKBkWTcNntAZajEg.jpg', 'backdrop_path': '/jPTbJp1601vLu27WhyjhpVk8w0h.jpg'}",4232,en,Scream,1996-12-20,Released,Scream
False,,9361,en,The Last of the Mohicans,1992-09-25,Released,The Last of the Mohicans
False,,2928,en,Michael,1996-12-25,Released,Michael
False,,30285,en,The Evening Star,1996-12-25,Released,The Evening Star
False,,10549,en,Hamlet,1996-12-25,Released,Hamlet
False,,58102,en,Some Mother's Son,1996-12-25,Released,Some Mother's Son
False,,18451,en,The Whole Wide World,1996-12-20,Released,The Whole Wide World
False,,27265,en,Mother,1996-12-25,Released,Mother
False,,49935,fr,Les voleurs,1996-08-21,Released,Thieves
False,,8818,en,Evita,1996-12-14,Released,Evita
False,,36758,en,The Portrait of a Lady,1996-10-18,Released,The Portrait of a Lady
False,,36040,en,Walkabout,1971-07-01,Released,Walkabout
False,,74239,en,Message to Love: The Isle of Wight Festival,1996-02-15,Released,Message to Love: The Isle of Wight Festival
False,,9415,en,Murder at 1600,1997-04-18,Released,Murder at 1600
False,,55146,en,Hearts and Minds,1995-08-29,Released,Hearts and Minds
False,,303693,en,Inside,1996-08-25,Released,Inside
False,,12145,en,Fierce Creatures,1997-01-24,Released,Fierce Creatures
False,,42424,en,Zeus & Roxanne,1997-01-24,Released,Zeus & Roxanne
False,"{'id': 166379, 'name': 'Turbulence Collection', 'poster_path': '/zf9uc7kXnVnD75zwVYSzTdJKUUs.jpg', 'backdrop_path': '/7e6gGVQpTDKK54ByvBDjeqrm8au.jpg'}",34314,en,Turbulence,1997-01-09,Released,Turbulence
False,,2892,en,Angel Baby,1995-09-09,Released,Angel Baby
False,"{'id': 269098, 'name': 'Police Story Collection', 'poster_path': '/zF4gP4w1xxM7jDKLjTDK3ixkkms.jpg', 'backdrop_path': '/5qbfJzkMAUkFxcVo0dqnTRmpUoh.jpg'}",9404,cn,警察故事4之簡單任務,1996-02-10,Released,First Strike
False,,85242,en,Underworld,1996-06-01,Released,Underworld
False,,9622,en,Beverly Hills Ninja,1997-01-17,Released,Beverly Hills Ninja
False,,8860,en,Metro,1997-01-16,Released,Metro
False,,197537,en,La machine,1994-05-28,Released,The Machine
False,,66597,en,Falling in Love Again,1980-11-21,Released,Falling in Love Again
False,,14832,en,The Cement Garden,1993-02-20,Released,The Cement Garden
False,,9619,en,Dante's Peak,1997-02-07,Released,Dante's Peak
False,,40506,en,Meet Wally Sparks,1997-01-01,,Meet Wally Sparks
False,,31000,en,Amos & Andrew,1993-03-05,Released,Amos & Andrew
False,,4104,en,Benny & Joon,1993-04-16,Released,Benny & Joon
False,,26306,en,Prefontaine,1997-01-24,Released,Prefontaine
False,,203829,en,A Tickle in the Heart,1996-11-21,Released,A Tickle in the Heart
False,,43775,es,Guantanamera,1995-01-01,Released,Guantanamera
False,"{'id': 393564, 'name': ""McHale's Navy Collection"", 'poster_path': None, 'backdrop_path': None}",14908,en,McHale's Navy,1997-04-18,Released,McHale's Navy
False,,784,cs,Kolja,1996-05-05,Released,Kolya
False,,12489,en,Gridlock'd,1997-01-29,Released,Gridlock'd
False,,168283,en,Fire on the Mountain,1996-11-29,Released,Fire on the Mountain
False,,16448,en,Waiting for Guffman,1996-01-31,Released,Waiting for Guffman
False,,55936,ru,Кавказский пленник,1996-03-15,Released,Prisoner of the Mountains
False,,17894,en,The Beautician and the Beast,1997-02-07,Released,The Beautician and the Beast
False,,28059,en,SubUrbia,1996-02-07,Released,SubUrbia
False,,58911,en,Hotel de Love,1996-12-19,Released,Hotel de Love
False,,17949,en,The Pest,1997-02-07,Released,The Pest
False,,1968,en,Fools Rush In,1997-02-14,Released,Fools Rush In
False,,61563,en,Touch,1997-02-14,Released,Touch
False,,66,en,Absolute Power,1997-02-14,Released,Absolute Power
False,,20735,en,That Darn Cat,1997-02-14,Released,That Darn Cat
False,"{'id': 108693, 'name': ""National Lampoon's Vacation Collection"", 'poster_path': '/zvEUkLpDO7xlgabBEA9CCc0cvAt.jpg', 'backdrop_path': '/pBmhj6KkEjlzc3e7jAPkIHgGIrE.jpg'}",11419,en,Vegas Vacation,1997-02-13,Released,Vegas Vacation
False,,333165,en,Unforgotten: Twenty-Five Years After Willowbrook,1997-02-14,Released,Unforgotten: Twenty-Five Years After Willowbrook
False,,25796,en,That Old Feeling,1997-04-04,Released,That Old Feeling
False,,638,en,Lost Highway,1997-01-15,Released,Lost Highway
False,,25624,en,Rosewood,1997-02-21,Released,Rosewood
False,,9366,en,Donnie Brasco,1997-02-27,Released,Donnie Brasco
False,,60083,fr,Salut cousin !,1996-11-20,Released,Salut cousin !
False,,21915,en,Booty Call,1997-02-26,Released,Booty Call
False,,90928,en,Rhyme & Reason,1997-03-04,Released,Rhyme & Reason
False,,50091,en,Boys Life 2,1997-03-07,Released,Boys Life 2
False,,18420,en,City of Industry,1997-03-14,Released,City of Industry
False,,19952,en,Best Men,1997-01-01,Released,Best Men
False,,9446,en,Jungle 2 Jungle,1997-03-07,Released,Jungle 2 Jungle
False,,28005,en,Kama Sutra - A Tale of Love,1996-09-11,Released,Kama Sutra - A Tale of Love
False,,9403,en,Private Parts,1997-03-07,Released,Private Parts
False,,27322,en,Love Jones,1997-03-14,Released,Love Jones
False,"{'id': 86224, 'name': 'The Saint Collection', 'poster_path': '/3dliYexStkZy6NOAH533Y8oduOj.jpg', 'backdrop_path': None}",10003,en,The Saint,1997-04-03,Released,The Saint
False,,9311,en,Smilla's Sense of Snow,1997-02-13,Released,Smilla's Sense of Snow
False,"{'id': 207952, 'name': 'Barrytown Trilogy', 'poster_path': '/cccGPuXNUJyrM3P8SEltSlXEwxY.jpg', 'backdrop_path': None}",11844,en,The Van,1996-05-11,Released,The Van
False,,884,en,Crash,1996-07-17,Released,Crash
False,,49806,en,The Daytrippers,1996-01-01,Released,The Daytrippers
